gene_name	gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MINPP1	ENSG00000107789.16	1117.32806811773	0.490636235615613	0.429861969836817	1.14138088512893	0.253711455631525	0.580074440832378
ACTA2	ENSG00000107796.13	348.73620818459	0.179200715081278	0.422521966939201	0.424121653080972	0.671477094805626	0.871022838720938
LIPA	ENSG00000107798.18	2311.58801292342	0.224889707778471	0.406790859395174	0.552838645668789	0.580373903096122	0.823519719621435
TWNK	ENSG00000107815.10	1564.80518294308	-0.161450102416001	0.378467961261269	-0.426588559512299	0.669679032002013	0.869959805207996
LZTS2	ENSG00000107816.17	2891.06920573938	0.503389450316325	0.399391193179104	1.2603919638523	0.207527999204926	0.529296247120727
SFXN3	ENSG00000107819.15	1875.23468928	1.16884180152674	0.474926498004272	2.46110041540834	0.0138511593029262	0.111169466922882
KAZALD1	ENSG00000107821.15	254.088965535971	0.860257922889797	0.486957149246805	1.76659881515322	0.0772954395670025	0.313152596491341
FBXW4	ENSG00000107829.15	1511.20582089466	1.14768081918867	0.412113306666186	2.78486717275135	0.00535496543821383	0.0580405299199368
NPM3	ENSG00000107833.11	2005.92557952565	-0.638287881727983	0.457690902066571	-1.39458284804434	0.163141670300749	0.472788948676127
TNKS2	ENSG00000107854.7	2277.87151282699	0.429670024939734	0.590971483704924	0.727057119991718	0.467190965211901	0.755600657716996
GBF1	ENSG00000107862.7	4978.14452855734	-0.154104903746362	0.420677476245528	-0.366325540225546	0.714122173809379	0.892802192180567
ARHGAP21	ENSG00000107863.20	4691.54120152452	0.664493637353862	0.427584879478279	1.55406252476619	0.120169503159159	0.401872481465215
CPEB3	ENSG00000107864.15	48.8371190591553	1.05233249979116	0.919281118786693	1.14473416051455	0.25231929613529	0.578826674708416
FBXL15	ENSG00000107872.14	372.528127807501	0.31601949979231	0.512974212594992	0.616053384425811	0.537859286790549	0.800275453784618
CUEDC2	ENSG00000107874.11	2546.52856909448	0.458237167337886	0.500722665710533	0.915151637259402	0.360112029816923	0.676837568871856
SUFU	ENSG00000107882.12	931.976339887504	-0.331058682608514	0.423492013786528	-0.781735361780383	0.43437011528009	0.732134468856222
ANKRD26	ENSG00000107890.17	489.536485584788	0.0369347056959757	0.407210252390181	0.0907018069392457	0.927729534821945	0.976525633334975
ACBD5	ENSG00000107897.20	1327.10574847439	0.0964984503735614	0.464290134274937	0.20784083754926	0.835353245053712	0.943811969120972
LHPP	ENSG00000107902.14	502.0040967965	-0.288202903691099	0.478442126238095	-0.602377775463016	0.546922700279938	0.805505583457126
LARP4B	ENSG00000107929.16	2634.35582187796	-0.603330726625023	0.373027897888035	-1.61738768076299	0.105794623255516	0.375170848855696
GTPBP4	ENSG00000107937.19	3739.97409884888	-1.02029301524766	0.413510233309469	-2.46739483828948	0.0136100192007809	0.11040438475786
EDRF1	ENSG00000107938.18	941.021271442929	-0.598100417750478	0.432165293565601	-1.38396217062185	0.16637003836809	0.476073413315254
BCCIP	ENSG00000107949.17	2993.98134079296	-1.31885183038284	0.381960297476114	-3.45285056875659	0.000554696188944364	0.0111698780288257
MTPAP	ENSG00000107951.15	874.34166204141	-0.331115568966145	0.418516894984206	-0.791164163106585	0.428848200969749	0.728322064872162
NEURL1	ENSG00000107954.11	18.1558053026411	-0.520270954675477	1.23809073973484	-0.420220374790059	0.674324471778361	0.872426458884824
SH3PXD2A	ENSG00000107957.17	1926.70228757176	1.17472726645387	0.581000069380811	2.02190555279247	0.0431861100135872	0.221939608625925
PITRM1	ENSG00000107959.17	3810.96801337004	-1.08603575950791	0.406504009225498	-2.67164833522087	0.00754797039300708	0.0736914310753346
STN1	ENSG00000107960.12	998.158629608637	0.825771301848753	0.475474574829221	1.73673072244788	0.0824347122576198	0.323735107089807
MAP3K8	ENSG00000107968.10	343.331142734462	-0.408793527450454	0.440237489354212	-0.928575001756703	0.353109381995089	0.670822485980432
DKK1	ENSG00000107984.10	4569.12099668895	0.356281556118822	0.524527410546565	0.679242969871816	0.496983924999155	0.774550752423982
GLRX3	ENSG00000108010.12	4407.8642939074	-0.518867504883062	0.442094540506668	-1.17365734552706	0.24053230174222	0.566996119176681
TASOR2	ENSG00000108021.22	2563.65094704968	-0.435189448323141	0.466314587766883	-0.933252914962844	0.350689399658641	0.669115650302097
XPNPEP1	ENSG00000108039.18	2725.97868057454	-0.0595141534705299	0.428921445792002	-0.138753037541961	0.889645305515524	0.964308150687775
SMC3	ENSG00000108055.11	4116.20305663053	-0.295968840645459	0.507239228576866	-0.583489651373856	0.559563721569499	0.812005679246928
SHOC2	ENSG00000108061.13	1125.38724196189	0.22521805000259	0.542006441596033	0.415526519093382	0.677756505940887	0.874367601071609
TFAM	ENSG00000108064.11	2054.70033335264	-0.844640252880878	0.452936144839029	-1.86481088450351	0.0622079170824633	0.276460642491936
CCDC6	ENSG00000108091.11	2823.00369585953	-0.200179587409419	0.383820139627678	-0.52154529359403	0.601986961643167	0.834102134148263
CUL2	ENSG00000108094.17	1615.52724835961	-0.377880618362396	0.408217291955285	-0.925684986425777	0.354609712457986	0.671316923954985
CCNY	ENSG00000108100.18	2470.72423209146	-0.0785101033697678	0.405084010141879	-0.193811904207895	0.846323165543295	0.947944451533463
UBE2S	ENSG00000108106.14	12163.4908857031	-2.9199707597638	0.396705267343326	-7.36055454801091	1.83147774129449e-13	2.6335293269636e-11
RPL28	ENSG00000108107.15	71531.7473895502	1.48804826697273	0.476204193421799	3.12481134674655	0.0017791912520306	0.0270528079046339
ZMIZ1	ENSG00000108175.19	7107.17903798486	0.943257274548836	0.496096112428279	1.90135993997575	0.0572548829187074	0.2623546000185
DNAJC12	ENSG00000108176.15	211.376726484395	1.57893175209325	0.687968679791033	2.29506342145233	0.0217294899638831	0.145402571244019
PPIF	ENSG00000108179.14	3882.82449964409	-1.41351163832101	0.487516088875933	-2.89941536407578	0.00373859263254712	0.0449929077389986
PBLD	ENSG00000108187.16	132.965664541569	-0.0952899972398104	0.535368254813709	-0.177989629349555	0.85873112027657	0.952281548518068
TSPAN14	ENSG00000108219.16	4859.15966069659	-0.0610547803780925	0.53880048366487	-0.11331612021356	0.909779937473502	0.970879131093263
TBC1D12	ENSG00000108239.9	330.045893368569	0.228430431843013	0.472662057844846	0.483284892560588	0.628893465407505	0.84944440716613
NUFIP2	ENSG00000108256.9	4635.66760412366	-0.115360645087617	0.566094118610354	-0.203783507539001	0.838522681483395	0.944658017117733
GIT1	ENSG00000108262.16	4823.50112177686	0.0923046662060096	0.455989924079032	0.202426986500718	0.839582932899916	0.945150439663007
RPL19	ENSG00000108298.12	98197.7326560131	1.20108636298797	0.422500685710795	2.84280334591013	0.00447186532968027	0.0511235864427288
FBXL20	ENSG00000108306.13	722.526670674406	0.469000444269468	0.386575833666612	1.21321718386033	0.225046795933863	0.551244763728722
RUNDC3A	ENSG00000108309.14	26.8919291604577	0.569841098999966	0.993842480102964	0.573371646320581	0.566393083970397	0.815216322831864
UBTF	ENSG00000108312.16	5812.44299143936	-0.497473075295964	0.383005873785339	-1.29886539435889	0.193990127561544	0.513131603988741
PSMD3	ENSG00000108344.15	8126.26609382862	-1.27512094931535	0.405026537953868	-3.14824049741794	0.00164256493016636	0.0256314070935606
CASC3	ENSG00000108349.17	4520.44130315852	0.327388547198228	0.424307260306193	0.771583656056166	0.440361057449197	0.736402520420899
RAPGEFL1	ENSG00000108352.13	303.932808180018	-1.10054350008867	0.473286309652913	-2.32532291266942	0.0200547000107701	0.138517178016278
RGS9	ENSG00000108370.17	353.825442319654	0.600748985287504	0.413221339803614	1.45381887966631	0.14599652773051	0.447160432232451
RNF43	ENSG00000108375.13	410.074281643079	-0.0665179977132253	0.732280331860629	-0.0908367940788629	0.927622273445587	0.976465678223835
WNT3	ENSG00000108379.11	389.539314677961	0.597371491186233	0.530333058690205	1.12640817199214	0.259992789362362	0.586517144346563
ASPA	ENSG00000108381.11	16.6661555475037	-0.563053000384302	0.944804497320244	-0.595946570937473	0.551210920318866	0.808421633819331
RAD51C	ENSG00000108384.16	781.971231923457	-1.42347171569808	0.397079758550493	-3.58485086445692	0.00033727087433337	0.00759524618626379
SEPTIN4	ENSG00000108387.16	232.99255730066	0.232744864005032	0.687255564841657	0.338658391305506	0.734867089149746	0.90184892491931
MTMR4	ENSG00000108389.10	1697.48325862905	0.311226220172313	0.426818377931912	0.729177177609631	0.465893289779738	0.754756018311221
TRIM37	ENSG00000108395.14	1495.46377800365	-0.610449925711649	0.409463985551815	-1.49085132576184	0.136000532948905	0.429441996025268
DHX40	ENSG00000108406.10	1895.93818554696	0.516475568850122	0.402421434790237	1.28341962977031	0.199345100304495	0.520189150035066
TUBD1	ENSG00000108423.15	351.678036148269	-0.126166482066285	0.505666075080748	-0.24950553000048	0.802969763821747	0.929693967273515
KPNB1	ENSG00000108424.11	19253.2869478372	-1.09413615090731	0.382869621106526	-2.85772516436579	0.00426689785149828	0.049528773710986
GOSR2	ENSG00000108433.17	2750.83829361138	-0.0984432020133493	0.388038988823397	-0.253694099945592	0.799731892537081	0.927982259399298
PNPO	ENSG00000108439.11	1130.19747884037	-1.2192255600134	0.418558138429124	-2.912918058622	0.0035806854712237	0.04364457268648
RPS6KB1	ENSG00000108443.14	1410.83374169847	-0.389603034074648	0.403856198930016	-0.964707326783318	0.334691424427139	0.654337699910859
TRIM16L	ENSG00000108448.24	437.618846581996	1.20273343012478	3.83372575464548	0.313724430775306	0.753730343817114	0.909646858799291
CDK5RAP3	ENSG00000108465.15	5676.48866045098	0.510344237095432	0.464550882070827	1.09857554208157	0.271953250697467	0.598951270993786
CBX1	ENSG00000108468.15	3945.440950994	-0.76313302780277	0.368057905959781	-2.07340479703257	0.0381346228855438	0.205687496375153
RECQL5	ENSG00000108469.15	1438.68996514503	0.232557396100799	0.413190719367592	0.562833057956236	0.573548567392068	0.819793915376723
PIGL	ENSG00000108474.17	395.419525583542	0.180423149909518	0.448318142340242	0.402444453770488	0.687356959836034	0.879299562493016
GALK1	ENSG00000108479.13	1306.09159688133	-0.831295673143547	0.434701322425716	-1.91233757584348	0.0558329091407286	0.257747546311492
INTS2	ENSG00000108506.14	750.194728390856	-0.0969484971189038	0.618412948784862	-0.156769836901703	0.875426245534748	0.959178996349299
CAMTA2	ENSG00000108509.21	2420.81799678388	1.05994020811487	0.457728343560299	2.31565342856082	0.0205771991264188	0.140301512892424
MED13	ENSG00000108510.10	2032.56116039571	0.0563973925713908	0.452590220618799	0.124610276585919	0.900832092276835	0.968336547788198
HOXB6	ENSG00000108511.10	371.360322380155	0.78054582798094	0.685491077164426	1.13866664933074	0.254842218018776	0.581357700494602
ENO3	ENSG00000108515.18	568.473374860614	-0.589524046391237	0.417912581426813	-1.41063962319229	0.158350902037688	0.466004086979343
PFN1	ENSG00000108518.8	51805.50984907	-1.65585839582266	0.436199654760103	-3.79610203206908	0.00014698902143579	0.00394654340817643
RNF167	ENSG00000108523.16	5393.05782927725	-0.223746444176251	0.447981406063516	-0.499454756710432	0.617459052284312	0.842431481792456
SLC25A11	ENSG00000108528.14	3888.87358848836	-0.542650206869053	0.371383317045245	-1.46115935197742	0.14397171524159	0.443123344897691
CHRNE	ENSG00000108556.10	30.3546916962008	1.88368021092741	0.831605057462766	2.26511394323952	0.0235056882086125	0.152451199261302
RAI1	ENSG00000108557.20	3023.76471398738	0.644870583300002	0.489781415597007	1.31664976000356	0.187956051155336	0.505202151824002
NUP88	ENSG00000108559.13	4060.56425369603	-1.83518278292664	0.421021200053251	-4.35888449962741	1.3072708029476e-05	0.000538337898126153
C1QBP	ENSG00000108561.8	11479.917301031	-1.1633269405855	0.368503942745035	-3.15689143491849	0.00159460703650839	0.0250036444205984
BLMH	ENSG00000108578.15	2515.39652390975	-0.690379048574894	0.514588488526584	-1.34161386033265	0.17972122976841	0.49425542068411
CPD	ENSG00000108582.12	3951.63701548171	0.242783873834407	0.43201940247572	0.561974467913052	0.574133414927006	0.820033687775957
GOSR1	ENSG00000108587.16	1989.05371563213	-0.157630510198922	0.419980110132064	-0.375328512936851	0.707416163289468	0.889663588646478
CCDC47	ENSG00000108588.15	4231.07383963626	-0.161144707264697	0.409875343865985	-0.393155406091921	0.694204703912217	0.882970889289998
MED31	ENSG00000108590.11	536.059593982449	-0.0493741936031076	0.414793787565303	-0.119033107735092	0.905249126061858	0.969474568857596
DRG2	ENSG00000108591.10	2313.44522955991	-0.129320689889832	0.415904465919629	-0.31093844978049	0.75584741357916	0.910998506754313
FTSJ3	ENSG00000108592.17	3500.77262176651	-0.885371898854937	0.378080652472428	-2.34175404920913	0.0191933584605864	0.135320576713593
AKAP10	ENSG00000108599.15	1081.04001608291	0.0848280777007854	0.437376931834824	0.193947306148329	0.846217141945773	0.947910752965631
ALDH3A1	ENSG00000108602.18	6555.14531818174	-2.08128417143344	0.557169801954009	-3.7354576004197	0.000187374149421091	0.0047922358215576
SMARCD2	ENSG00000108604.18	3064.23447365097	-0.622661851830421	0.375742524918214	-1.6571503370984	0.0974890843007938	0.357539789239941
ICAM2	ENSG00000108622.11	33.9119778520994	0.377350636950859	0.89197739890741	0.423049549700563	0.672259109867551	0.87112852087224
SYNGR2	ENSG00000108639.8	3354.88040190926	-0.37117918205111	0.441007112381807	-0.841662575568072	0.399976852034002	0.708296903091045
B9D1	ENSG00000108641.20	1153.13912296177	-0.199734675708752	0.450273528919944	-0.443585205170397	0.657342504194786	0.863526608339257
UTP6	ENSG00000108651.10	2412.03287320419	-0.459049844459358	0.392636127075107	-1.16914825917572	0.242343903223054	0.568711297070348
DDX5	ENSG00000108654.16	21449.8178265578	-0.225478884171982	0.390003349716705	-0.578146019350265	0.56316553970647	0.813771995204646
C17orf75	ENSG00000108666.11	681.781606205103	-0.363080412441271	0.412017584120821	-0.881225526371711	0.378195765706522	0.692159825062345
CYTH1	ENSG00000108669.18	949.811306782887	-0.285199900799294	0.39032466570534	-0.730673528622437	0.464978588210309	0.753876585178193
PSMD11	ENSG00000108671.11	5579.66866842186	-1.332239875957	0.388147182425322	-3.43230593001487	0.000598472037902853	0.0118061877296605
LGALS3BP	ENSG00000108679.13	16522.8697142582	0.380571674225452	0.41630046922607	0.914175463056671	0.360624655026614	0.677364260494035
CCL2	ENSG00000108691.10	1083.26151595301	-3.05009923453977	0.941222038944489	-3.24057353986338	0.00119289498308703	0.0201711475711546
PEX12	ENSG00000108733.11	412.129733156445	1.19467388415443	0.491698762666866	2.42968657816989	0.0151118846000442	0.116801656669192
DHX58	ENSG00000108771.13	138.845321705522	0.225950462204055	0.66593297444097	0.339299104979346	0.734384416824966	0.901585523615371
KAT2A	ENSG00000108773.11	4561.60990940007	-0.0412514758703532	0.459958018739571	-0.0896853064620879	0.928537292627751	0.976563423227805
RAB5C	ENSG00000108774.15	7944.46604855218	-0.471064164467684	0.391678383465988	-1.20268103717955	0.229099774788677	0.555771660609571
NAGLU	ENSG00000108784.10	1762.53185170194	-0.00436602019669354	0.376730092242088	-0.0115892525885294	0.990753321276929	0.996453965724752
HSD17B1P1	ENSG00000108785.7	33.2830566894978	2.54359638761071	0.802642664471647	3.16902714022195	0.00152950112110443	0.0243366194777698
HSD17B1	ENSG00000108786.11	28.9351374513665	-0.219139424154359	0.851003989553671	-0.257506929279253	0.796787466834542	0.926792396560137
MLX	ENSG00000108788.12	3157.39401601334	-0.0985645036086153	0.38056395583599	-0.258995898316479	0.795638405217703	0.926151028819764
CNTNAP1	ENSG00000108797.12	1376.09714380873	-0.13196296479854	0.462605272324226	-0.285260399509781	0.775444649541609	0.918141600298976
ABI3	ENSG00000108798.9	169.70111538053	1.23914552700136	0.902734347826947	1.37265800286011	0.169858690930533	0.480678272468596
EZH1	ENSG00000108799.13	1684.13572900308	1.21862952388217	0.374409774400097	3.25480157625354	0.00113471614800071	0.0194242591402027
DLX4	ENSG00000108813.12	191.582701561654	0.283792203828356	0.535402768858902	0.530053672365572	0.596074718365709	0.832113423786473
PPP1R9B	ENSG00000108819.11	3305.58454554438	-0.0853585422656313	0.448547000852054	-0.190300107019967	0.849073969793641	0.949132250280933
COL1A1	ENSG00000108821.14	2796.53420481946	0.149764260899788	0.654432030512583	0.228846165708737	0.81898848370734	0.936500794942864
PTGES3L-AARSD1	ENSG00000108825.18	29.1091982344637	-2.78556082044442	1.1284509232242	-2.46848202532861	0.013568746644267	0.110343838766541
MRPL27	ENSG00000108826.16	1914.2148804767	-1.27831866772505	0.469069471513212	-2.72522247845551	0.00642581716610175	0.065894327960046
VAT1	ENSG00000108828.16	15715.5792615754	1.22650794863276	0.384625252623907	3.18883885097388	0.00142845484867747	0.023009498567648
LRRC59	ENSG00000108829.10	9512.80248800876	-1.62105952158708	0.476249048192619	-3.40380632305524	0.000664538542856653	0.0127219153786325
RND2	ENSG00000108830.11	628.587758110877	0.215662759167876	0.526811353684845	0.409373787522606	0.682265372997171	0.876630620904229
ALOX12	ENSG00000108839.12	58.4547324536336	0.432950481387322	0.618912584060168	0.699534138645389	0.48421828595877	0.766797280472175
HDAC5	ENSG00000108840.16	2033.97885405402	1.55264337161011	0.56751400848701	2.73586792288961	0.0062215991945412	0.0646540061908104
ABCC3	ENSG00000108846.16	10861.4353630885	0.963968984090954	0.57701222932514	1.67062140991083	0.0947964808500057	0.351478666509749
LUC7L3	ENSG00000108848.16	6126.61211086631	0.568218314151987	0.362244330065116	1.5686051291675	0.116739976563536	0.395595491576158
MPP2	ENSG00000108852.16	449.116022064	-2.32409979390032	0.540280018156532	-4.30165787331963	1.69524924082205e-05	0.00067851913943995
SMURF2	ENSG00000108854.16	2925.98743436241	0.142644159838837	0.598624246061332	0.238286639369136	0.811658783181614	0.933241740160013
DUSP3	ENSG00000108861.9	5442.75037690415	0.877450278160852	0.36926792259596	2.37618873578935	0.0174925128919029	0.127512076702072
EFTUD2	ENSG00000108883.13	8021.87789608011	-1.20445305636943	0.433171019451652	-2.78054856461574	0.0054267142134747	0.0586218009526828
HLF	ENSG00000108924.14	58.3122084261471	0.986356337724971	0.781687424606175	1.26182960947838	0.207010105218079	0.528886570478198
SLC16A6	ENSG00000108932.13	1416.55069699893	2.5518817669735	0.803692399142419	3.17519708995194	0.00149734761961631	0.0239230551374418
PRKAR1A	ENSG00000108946.17	6714.22246793046	0.683821111742462	0.512815241080434	1.33346487577425	0.182379294664436	0.49785464818397
EFNB3	ENSG00000108947.5	590.391825091615	1.38069844109146	0.61047071123271	2.26169481301313	0.0237162654322865	0.153056780404095
FAM20A	ENSG00000108950.12	32.8456059291032	-0.947189858009215	0.938636982261355	-1.00911201658308	0.312920915626603	0.637791048974577
YWHAE	ENSG00000108953.17	24737.361572751	-0.678927255779375	0.362412662954858	-1.87335412135955	0.0610195008925313	0.272991599752435
MMD	ENSG00000108960.9	1642.83082615318	0.702993314550896	0.464526349570497	1.51335508782416	0.130189486701906	0.418555534259259
RANGRF	ENSG00000108961.14	1573.88253161683	-0.574153575880562	0.449135170273844	-1.27835363133662	0.201124765572051	0.522385402091174
DPH1	ENSG00000108963.19	1816.914213538	0.447059102562401	0.396668676652056	1.1270340434633	0.259728087682147	0.586174167536909
MAP2K6	ENSG00000108984.16	517.677895463852	-1.39216304838569	0.655979984476159	-2.12226452228937	0.0338155309554614	0.190268720842729
DHRS7B	ENSG00000109016.18	625.945865566432	-0.788763111350989	0.527390084351167	-1.49559715807206	0.134758664191465	0.427806711415323
WSB1	ENSG00000109046.15	2885.4283036236	0.545693530113808	0.445728962484088	1.2242720936791	0.220849600584646	0.546488846872187
NHERF1	ENSG00000109062.12	2815.34912937936	-0.722917356007329	0.441298788663383	-1.63815848712596	0.101388636886223	0.365420761090857
MYH3	ENSG00000109063.15	106.05194402725	0.518577213478588	0.535734301034941	0.96797463309105	0.333057038654576	0.653035485941889
NAT9	ENSG00000109065.12	2558.32231255699	1.00024890296703	0.413926280702375	2.41649044672821	0.0156709374517342	0.119405004200857
TMEM104	ENSG00000109066.14	1707.68058206478	-0.791916694028883	0.440540442567599	-1.79760271137279	0.0722399883781052	0.300364150232961
VTN	ENSG00000109072.14	979.659178429971	1.0583170756624	0.607424324252219	1.74230275839753	0.0814554810225688	0.321842824671302
TNFAIP1	ENSG00000109079.10	2562.26957632735	0.240739395229134	0.431576435892248	0.557814039896375	0.576971374466828	0.821367580019806
IFT20	ENSG00000109083.14	907.82291669708	1.02399471410352	0.406946467021408	2.51628849759655	0.0118598058712866	0.100489983227157
TMEM97	ENSG00000109084.14	3524.28278597466	-0.456903614437693	0.491417473419168	-0.929766724122903	0.352491878765102	0.670314689516865
CDR2L	ENSG00000109089.7	2336.39180479231	-0.479693433499145	0.388397718586823	-1.23505728932832	0.216809183509897	0.541799674342704
PMP22	ENSG00000109099.16	3644.42750555204	0.619413865827354	0.439173227081435	1.41040898586584	0.158418953601155	0.466004086979343
UNC119	ENSG00000109103.12	1874.66102622816	0.157438910061446	0.423432693804025	0.371815668381793	0.710030097051796	0.890784220511178
ALDOC	ENSG00000109107.14	808.712284175109	-0.228488566442451	0.924125462185996	-0.247248426530708	0.804715969459961	0.930257642618025
SUPT6H	ENSG00000109111.15	7924.98725622443	-0.372451761159352	0.362087329077926	-1.02862412255027	0.303656337990652	0.629493467863577
RAB34	ENSG00000109113.20	7413.7707403824	-0.0767465741946023	0.496198220319239	-0.154669184716595	0.877082124634294	0.959924305749602
PHF12	ENSG00000109118.14	2314.35170520539	-0.243614890288641	0.370091333776966	-0.65825613316159	0.510373560524267	0.784370958368747
TMEM33	ENSG00000109133.14	2016.8875178659	-0.934218698535441	0.385890255304669	-2.42094400077	0.0154802617918347	0.118829312010565
SLAIN2	ENSG00000109171.15	1239.2564252998	0.0558646119761787	0.440366697946999	0.126859302114853	0.899051758529099	0.968069746614879
OCIAD1	ENSG00000109180.15	4585.08707824681	0.424932820006567	0.373035492272366	1.13912168897942	0.254652402387234	0.581155941116974
DCUN1D4	ENSG00000109184.15	919.211724576093	-0.0368956018560155	0.407285021878905	-0.0905891448838634	0.927819057593446	0.976563423227805
USP46	ENSG00000109189.13	728.897586140174	0.201748307456036	0.529689121680314	0.380880594292813	0.703291852615862	0.887954565397015
CHIC2	ENSG00000109220.11	224.618223583826	0.418442294382619	0.485998574690708	0.860994900342902	0.389240851770222	0.70059251820204
NMU	ENSG00000109255.11	24.6846110165767	-2.23143172117269	1.25648271092183	-1.77593507795709	0.0757436184488171	0.309218742655823
CRACD	ENSG00000109265.15	360.324632376459	0.431560406280431	0.508595047212897	0.848534425660225	0.396140408719252	0.705817128412861
LAMTOR3	ENSG00000109270.13	898.590201737431	0.57726432015756	0.37883827633151	1.52377506768195	0.127564909777415	0.414100535290261
NFKB1	ENSG00000109320.14	1356.49605339921	-0.664916862932327	0.398403348769566	-1.66895400097882	0.0951264963182034	0.352067787708096
AREG	ENSG00000109321.11	871.020994334885	0.255101759725284	2.07037082037485	0.123215492227183	0.901936458026365	0.968336547788198
MANBA	ENSG00000109323.11	1603.01122851366	1.4867959787454	0.41679630378606	3.56720048915924	0.000360815419373225	0.00799510641392629
UBE2D3	ENSG00000109332.20	9016.72388169294	-0.0523939065648556	0.469358588932016	-0.111628737175287	0.911117785452712	0.971545784675527
MAPK10	ENSG00000109339.24	297.853116373968	0.623372077474571	0.494592671683432	1.26037467428059	0.207534233273121	0.529296247120727
ELF2	ENSG00000109381.21	909.513728533389	0.451163054715074	0.425533087935313	1.06023025589882	0.289039859661882	0.616102092429609
NDUFC1	ENSG00000109390.13	1395.43135161754	-0.616681285840231	0.439957670354267	-1.40168322407849	0.161009862388236	0.469650405511712
TBC1D9	ENSG00000109436.8	956.797089515737	1.6478297538748	0.530428534230762	3.10660088500803	0.00189251720304876	0.0283374294949701
ZNF330	ENSG00000109445.11	928.22364025802	0.000481855646260593	0.422172071336405	0.00114137262736319	0.999089316600233	0.999868563171679
INPP4B	ENSG00000109452.13	246.99538932787	0.165535900810102	0.534072125649353	0.309950459610365	0.756598629768758	0.911279555815048
GAB1	ENSG00000109458.10	369.714559956074	1.07009618456395	0.59238229686908	1.80642836597199	0.0708514540985999	0.297119988542238
KLHL2	ENSG00000109466.14	494.429460566575	-0.401269953534716	0.53186424811981	-0.754459347386561	0.450573447052144	0.743210930771684
CPE	ENSG00000109472.14	371.351875855494	-0.557212989546081	0.568372410520582	-0.98036600516151	0.326905483961923	0.648296049549427
RPL34	ENSG00000109475.17	18810.035327847	1.33335784501545	0.499160074724004	2.67120291171664	0.00755799433861839	0.0737265256790253
WFS1	ENSG00000109501.15	1670.80184538854	-0.558713602305033	0.475718625333562	-1.17446232405401	0.240209894326429	0.566373675290251
ANXA10	ENSG00000109511.12	14.6539590057166	-1.25828906359311	1.3768521351466	-0.913888304686496	0.360775539637812	0.67750554081931
GRPEL1	ENSG00000109519.14	1888.08775196581	-1.02666767395429	0.392107903319888	-2.6183294579419	0.00883614475445143	0.0822854916127472
GAR1	ENSG00000109534.17	909.948049088988	-0.893681979237063	0.379940576314618	-2.35216250895253	0.0186646185721291	0.13291180327299
FRG1	ENSG00000109536.12	968.231473521105	-0.220332377678188	0.518059256237033	-0.42530342818038	0.670615494795832	0.870535507889306
CLCN3	ENSG00000109572.16	2222.0939981322	0.642470361959456	0.492024485139067	1.30576908541018	0.191631096101597	0.510070319144961
AADAT	ENSG00000109576.14	319.710746781066	-0.0848328959726263	0.467580985807735	-0.181429310745131	0.856030613979081	0.950916525239595
GALNT7	ENSG00000109586.12	2231.21077638009	0.220247999782314	0.484731799362304	0.454370850173363	0.649561929324048	0.859593685784488
DHX15	ENSG00000109606.13	6333.29480825464	-0.611901291580063	0.39065799256118	-1.56633501229143	0.117270208403765	0.396870517003815
SOD3	ENSG00000109610.6	201.133043171874	2.42466766225221	0.69157088796043	3.50602910629018	0.000454845477941091	0.00955357182958332
SEPSECS	ENSG00000109618.13	321.679437921825	0.542400765561833	0.436753892151583	1.24189108628157	0.21427674931856	0.538697368228607
CPZ	ENSG00000109625.19	145.437101844607	0.294330810316004	0.578461641702767	0.508816469575421	0.610880874084684	0.838412407980208
TRIM2	ENSG00000109654.16	649.833594245316	0.676390156754416	0.72079104716055	0.938399775384219	0.348039001339174	0.665956933858654
FBXW7	ENSG00000109670.17	560.387297759669	0.0438610734968042	0.416020042439634	0.105430193313748	0.916034458767662	0.973559316375465
NEIL3	ENSG00000109674.4	622.891579447372	-4.97117449083139	0.443301765648627	-11.2139740376574	3.48200729429189e-29	2.25309085322647e-26
TBC1D19	ENSG00000109680.11	176.377116111333	0.836730701034761	0.469198014750443	1.78332106004285	0.074534055092211	0.306261152004694
NSD2	ENSG00000109685.19	5775.10234030694	-1.75334002261098	0.393860516808666	-4.45167755533803	8.5202040191831e-06	0.000379344496377024
SH3D19	ENSG00000109686.20	1886.20253345267	0.122748789192066	0.542157851756667	0.226407841912357	0.820884229312943	0.937001359120504
STIM2	ENSG00000109689.20	777.221959006937	0.104194994701533	0.467326602645222	0.22295969052854	0.823566879109779	0.938737749352331
NKX3-2	ENSG00000109705.8	34.7342556493301	0.281608115814745	0.804902583442772	0.349866085172986	0.726439200496029	0.897393264606651
MFSD10	ENSG00000109736.15	2982.98062684172	0.0151669100820244	0.463536301159533	0.0327200049792961	0.973897870765092	0.991207752702352
GLRB	ENSG00000109738.11	111.948170837292	0.923748472896879	0.689310199678745	1.34010562055718	0.18021100904782	0.494733147830315
BST1	ENSG00000109743.11	152.246206087995	0.492537861177178	0.652591292346601	0.754741699672548	0.450403980901909	0.743210930771684
RAPGEF2	ENSG00000109756.10	1418.70640402785	0.570419053002296	0.573210797292558	0.995129637642124	0.319673217706524	0.642856780495084
HGFAC	ENSG00000109758.9	26.1274675423366	0.684667417875214	0.898807754705161	0.761750679487414	0.44620882168609	0.740226908927996
